"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)","Address","ddress","lat","long"
"5716",19," Petofi utca",27,1,NA,95000,"renovated","high",NA,3,5,"No","less than 3","Yes",NA,20000,"not immediately","1 év","street","No",NA,"No","No","street","1981-2000 ",NA,NA," Petofi utca,19"," Petofi utca, 19",46.27907095,18.6349392881662
"5717",4," Perényi Zsigmond utca",40,1,1,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA," Perényi Zsigmond utca,4"," Perényi Zsigmond utca, 4",48.22626475,22.6460146011719
"5718",6," Aradi utca",55,2,1,150000,"like new","high",NA,NA,3,NA,"3 or more",NA,"Yes",NA,NA,"nincs","yard",NA,"Yes",NA,"No","street",NA,NA,NA," Aradi utca,6"," Aradi utca, 6",47.5064476,19.0623964
"5719",4," Attila utca 79.",39,1,1,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA," Attila utca 79.,4"," Attila utca 79., 4",47.5700066,19.0910057
"5720",18," Nagykorösi út",45,1,NA,90000,"renovated",NA,NA,NA,NA,NA,NA,"No","Partially",30000,"immediately","6 hónap","yard","Yes","Yes","No",NA,"street",NA,NA,NA," Nagykorösi út,18"," Nagykorösi út, 18",47.4040008,19.1859689
"5721",14," Róna utca",36,1,NA,1e+05,"good","high",NA,0.5,4,NA,"less than 3","No","No",20000,"immediately","1 év","street","No",NA,"No",NA,"street",NA,NA,NA," Róna utca,14"," Róna utca, 14",47.5206133,19.1026205
"5722",1," Országház utca",40,1,NA,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Országház utca,1"," Országház utca, 1",47.5020059,19.0326699
"5723",6," Nagymezo utca",65,3,NA,279000,"renovated","high",NA,1,4,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","yard","No","Yes",NA,"No","street",NA,NA,NA," Nagymezo utca,6"," Nagymezo utca, 6",47.5021846,19.0617905
"5724",1," Lánchíd utca",80,2,NA,270000,"renovated","high",NA,3,5,"Yes","3 or more","Yes","Yes",40000,"immediately","1 év","panorama","No","Yes",NA,"No","street","1950 elott","2",NA," Lánchíd utca,1"," Lánchíd utca, 1",47.4968292,19.0414096
"5725",9," Mester utca",65,2,NA,90000,"good",NA,NA,0.5,6,NA,"3 or more",NA,"No",NA,"immediately","1 év","street",NA,NA,NA,NA,"street",NA,NA,NA," Mester utca,9"," Mester utca, 9",47.4804576,19.070453
"5726",11," Lágymányosi utca",101,3,1,380000,"renovated","luxury",NA,1,4,"Yes","3 or more","Yes","Yes",30000,"immediately","1 év","garden","No","Yes","No","No","street",NA,"5",NA," Lágymányosi utca,11"," Lágymányosi utca, 11",47.4775999,19.0516483944049
"5727",8," Delej utca",37,1,NA,1e+05,"good","average",NA,2,4,"No","3 or more","Yes","Yes",NA,"immediately","1 év","street","No","Yes",NA,"No","can rent","1950 elott",NA,3000," Delej utca,8"," Delej utca, 8",47.4850071,19.096745
"5728",2," Kis Rókus utca",90,3,NA,3e+05,"renovated",NA,NA,4,5,"Yes",NA,"Yes","No",40000,"immediately","1 év","panorama",NA,"Yes","Yes",NA,"can rent","2001-2010 ","8",40000," Kis Rókus utca,2"," Kis Rókus utca, 2",47.5103927,19.0282935
"5729",4," Rózsa utca",36,1,1,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Rózsa utca,4"," Rózsa utca, 4",47.6441109,19.0250501
"5730",17," Pöröly utca",40,1,NA,90000,"good","high",NA,NA,NA,"No","less than 3","No","Yes",15,"immediately","1 év","street",NA,"Yes","Yes","No","street",NA,NA,NA," Pöröly utca,17"," Pöröly utca, 17",47.4902781,19.2978724
"5731",7," Dohány utca",38,1,NA,140000,"renovated","high",NA,4,6,"Yes","3 or more",NA,"Yes",25000,"immediately","1 év","street","No","Yes","No","No","street",NA,NA,NA," Dohány utca,7"," Dohány utca, 7",47.4953393,19.062168
"5732",22," Magdolna utca",45,2,NA,175000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"6",NA," Magdolna utca,22"," Magdolna utca, 22",47.49058595,19.0833857059416
"5733",7," Középso-Erzsébetváros",70,3,NA,160000,"fair","high",NA,1,4,"No","3 or more","No","Partially",35000,NA,"1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA," Középso-Erzsébetváros,7"," Középso-Erzsébetváros, 7",47.47202425,19.0211784474771
"5734",7," Dob utca 34.",25,1,NA,135000,"new","high","CC",2,5,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","yard","No","Yes","No","No","street","2021","2",NA," Dob utca 34.,7"," Dob utca 34., 7",47.4992185,19.0622019
"5735",11," Fogócska utca",51,2,NA,115000,"good","high",NA,1,4,"No","less than 3",NA,"Yes",NA,"immediately","nincs","street",NA,"Yes",NA,NA,"street","1981-2000 ",NA,NA," Fogócska utca,11"," Fogócska utca, 11",47.4542371,19.0342205
"5736",13," Szent László út 103.",30,1,NA,99900,"new","high","AA+",2,5,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes",NA,"No","street","2001-2010 ",NA,NA," Szent László út 103.,13"," Szent László út 103., 13",47.53666912,19.09146306
"5737",7," Asbóth utca 14.",30,1,NA,120000,"renovated","high",NA,2,5,"Yes","less than 3","No","Yes",27000,"not immediately","1 év","yard","No","Yes","No","No","street","1950 elott","1",NA," Asbóth utca 14.,7"," Asbóth utca 14., 7",47.4975842,19.0569998
"5738",9," Ifjúmunkás utca 22.",27,1,NA,90000,"good",NA,NA,2,4,"No",NA,NA,NA,5400,"not immediately","1 év",NA,NA,"Yes",NA,"No",NA,NA,NA,NA," Ifjúmunkás utca 22.,9"," Ifjúmunkás utca 22., 9",47.4680053,19.11527525
"5739",8," Salétrom utca 8.",27,1,NA,1e+05,"good","high",NA,2,3,"No","3 or more","No","Yes",20000,"immediately","6 hónap","yard","No","Yes",NA,"No","street",NA,NA,NA," Salétrom utca 8.,8"," Salétrom utca 8., 8",47.4914223,19.0722187845097
"5740",14," Cserto park",33,1,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"5",NA," Cserto park,14"," Cserto park, 14",47.5106223,19.143702
"5741",5," Veres Pálné utca 29.",30,1,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Veres Pálné utca 29.,5"," Veres Pálné utca 29., 5",47.4888937,19.0577068908961
"5742",14," Róna utca 13.",39,1,1,115000,"renovated","high",NA,5,5,"Yes","less than 3","No","No",25000,NA,"1 év","garden","No",NA,"Yes","No","street","1950-1980 ",NA,NA," Róna utca 13.,14"," Róna utca 13., 14",47.5034277,19.1248005
"5743",5," Kecskeméti utca",48,2,NA,150000,NA,"high",NA,3,NA,"No",NA,NA,"Yes",25000,"immediately","1 év","yard",NA,"Yes",NA,NA,"street",NA,NA,NA," Kecskeméti utca,5"," Kecskeméti utca, 5",47.4904729,19.0594824
"5744",12," Székács utca",35,1,1,145000,"renovated","high",NA,NA,3,NA,"less than 3","Yes","Partially",30000,"immediately","1 év","garden","No","Yes","No","No","street","1981-2000 ",NA,NA," Székács utca,12"," Székács utca, 12",47.50047595,19.0182630270433
"5745",5," Kálmán Imre utca",35,1,NA,95000,"renovated","average",NA,2,4,"Yes","3 or more","No","Yes",15000,"immediately","5 hónap","street","No","Yes","No","No","street","1950 elott",NA,NA," Kálmán Imre utca,5"," Kálmán Imre utca, 5",47.5065448,19.0503385
"5746",8," Szerdahelyi utca 4-6",44,2,NA,130000,"like new",NA,NA,NA,7,"Yes","less than 3","Yes","Yes",NA,"not immediately","1 év","yard","Yes","Yes","No","No",NA,"2001-2010 ","15",NA," Szerdahelyi utca 4-6,8"," Szerdahelyi utca 4-6, 8",47.4917718,19.0809335
"5747",9," Balázs Béla utca",48,1,1,140000,"like new","high",NA,2,6,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","street","No","Yes","No",NA,"street","2001-2010 ","2",NA," Balázs Béla utca,9"," Balázs Béla utca, 9",47.4791558,19.078332
"5748",9," Balázs Béla utca",48,1,1,140000,"like new","high",NA,2,6,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","street","No","Yes","No",NA,"street","2001-2010 ","2",NA," Balázs Béla utca,9"," Balázs Béla utca, 9",47.4791558,19.078332
"5749",3," Vízimolnár utca",27,1,NA,110000,"renovated","high",NA,2,4,"No",NA,NA,"By arrangement",20000,"immediately","1 év",NA,NA,NA,"No","No","street","1981-2000 ",NA,NA," Vízimolnár utca,3"," Vízimolnár utca, 3",47.5676506,19.0517992
"5750",8," Vajda Péter utca 4-6",35,2,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Vajda Péter utca 4-6,8"," Vajda Péter utca 4-6, 8",47.4842415,19.0980194374419
"5751",21," Bánya utca",62,1,2,179000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA," Bánya utca,21"," Bánya utca, 21",47.4003963,19.2686684
"5752",9," Liliom utca 7-9.",67,1,2,65000,"like new","very high",NA,NA,NA,"Yes","less than 3",NA,"Yes",15000,"not immediately","nincs","garden",NA,"Yes","No","No","can rent","2001-2010 ","2",NA," Liliom utca 7-9.,9"," Liliom utca 7-9., 9",47.4809621,19.0708806906783
"5753",4," Görgey Artúr utca 77.",22,1,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Görgey Artúr utca 77.,4"," Görgey Artúr utca 77., 4",47.565232,19.0974593
"5754",13," Visegrádi utca 21.",35,1,NA,98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Visegrádi utca 21.,13"," Visegrádi utca 21., 13",47.5148316,19.0558176
"5755",5," Károly körút",63,1,NA,110000,"good","high",NA,4,5,"Yes",NA,NA,"Yes",50000,"immediately",NA,"street",NA,"Yes","No",NA,NA,NA,NA,NA," Károly körút,5"," Károly körút, 5",47.4961694,19.0587545
"5756",21," Cirmos sétány",59,1,2,1e+05,"good","high",NA,3,4,"No","less than 3","Yes",NA,NA,"immediately","1 év","yard","No","Yes","Yes","No","street","1981-2000 ",NA,NA," Cirmos sétány,21"," Cirmos sétány, 21",47.40531475,19.0730245583625
"5757",5," Szent István tér",190,4,1,490000,"renovated","very high",NA,2,NA,"Yes","3 or more","Yes","Partially",NA,"immediately","nincs","panorama","No","Yes",NA,NA,"can rent",NA,NA,NA," Szent István tér,5"," Szent István tér, 5",47.5615123,19.0883943
"5758",2," Felhévízi utca",57,2,NA,190000,"renovated","high",NA,1,4,"No",NA,NA,"Yes",NA,"not immediately","1 év","street",NA,"Yes",NA,"No","included",NA,NA,NA," Felhévízi utca,2"," Felhévízi utca, 2",47.5271818,19.0370077
"5759",6," Nagymezo utca",57,1,1,130000,"renovated","high",NA,2,4,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","yard","No","Yes",NA,NA,"street",NA,NA,NA," Nagymezo utca,6"," Nagymezo utca, 6",47.5021846,19.0617905
"5760",6," Bajcsy-Zsilinszky út",30,1,1,110000,"good","high",NA,1,3,NA,"3 or more",NA,"Yes",NA,"immediately","nincs","yard",NA,NA,NA,NA,"street",NA,NA,NA," Bajcsy-Zsilinszky út,6"," Bajcsy-Zsilinszky út, 6",47.68356825,17.6287780194478
"5761",12," Böszörményi út",36,2,NA,130000,"like new","high",NA,3,6,"Yes","less than 3","No","Yes",10000,"immediately","1 év","yard",NA,"Yes",NA,"No",NA,NA,NA,NA," Böszörményi út,12"," Böszörményi út, 12",47.5376221,21.6110596
"5762",6," Aradi utca",90,3,NA,220000,"renovated","very high",NA,NA,4,NA,"less than 3","Yes","Yes",32000,"immediately","1 év","yard",NA,"Yes",NA,"No",NA,NA,NA,NA," Aradi utca,6"," Aradi utca, 6",47.5064476,19.0623964
"5763",14," Jávorka Ádám utca",15,8,NA,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Jávorka Ádám utca,14"," Jávorka Ádám utca, 14",47.520927,19.1122303
"5764",9," Távíró utca",40,1,1,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Távíró utca,9"," Távíró utca, 9",47.4599192,19.1164076
"5765",9," Egyetértés utca",47,1,1,1e+05,"good","high",NA,1,4,"No","less than 3","No","Yes",NA,"immediately","2 hónap","garden","No","Yes","No","No","street","1950-1980 ","3",NA," Egyetértés utca,9"," Egyetértés utca, 9",47.4655873,19.1203878
"5766",13," Fiastyúk utca",35,1,NA,80000,"good","average","A+",3,3,"No","3 or more","No","Yes",25,"immediately","2 év","garden","No","Yes","No","No","street","1950-1980 ",NA,NA," Fiastyúk utca,13"," Fiastyúk utca, 13",47.2114107,16.6575303425932
"5767",8," Nap utca",35,1,1,148000,"new","high","AA+",4,5,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","street","No","Yes","No",NA,"street","2019",NA,NA," Nap utca,8"," Nap utca, 8",47.4200296,19.0189922551213
"5768",13," Véso utca",46,1,1,180000,"like new","high","A",4,7,"Yes","less than 3","No","Yes",25000,"not immediately","1 év","street","No","Yes","No","No","street","2001-2010 ","8",NA," Véso utca,13"," Véso utca, 13",47.5285459,19.0644131
"5769",11," Bukarest utca",49,1,1,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"10",NA," Bukarest utca,11"," Bukarest utca, 11",47.4735386,19.0392809
"5770",7," Holló utca",52,2,NA,150000,"like new","high",NA,2,4,"Yes","less than 3","Yes","Yes",40000,NA,"1 év",NA,"No","Yes",NA,NA,"can rent",NA,"6",NA," Holló utca,7"," Holló utca, 7",48.10852705,20.6810170433533
"5771",14," Gvadányi utca",47,1,1,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Gvadányi utca,14"," Gvadányi utca, 14",48.1951339,22.6416031
"5772",14," Gvadányi utca",47,1,1,125000,"renovated","high",NA,5,10,"Yes","less than 3","No","No",NA,"immediately","2 év","garden","No","No","Yes","No","street","1981-2000 ",NA,NA," Gvadányi utca,14"," Gvadányi utca, 14",48.1951339,22.6416031
"5773",6," Benczúr utca 35.",64,1,1,149000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"9",NA," Benczúr utca 35.,6"," Benczúr utca 35., 6",47.51115955,19.0762456962201
"5774",8," Vajda Péter utca 11.",51,1,1,110000,"good","average","AA",4,5,"Yes","less than 3","No","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA," Vajda Péter utca 11.,8"," Vajda Péter utca 11., 8",47.4850016,19.0948128
"5775",13," Újlipótváros – Rómaikert",77,3,NA,220000,"like new","high",NA,8,9,"Yes","less than 3","Yes","Yes",30000,"not immediately","1 év","garden","No","Yes",NA,NA,"can rent","2001-2010 ","14",NA," Újlipótváros – Rómaikert,13"," Újlipótváros – Rómaikert, 13",NA,NA
"5776",6," Teréz körút",35,1,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,"immediately","1 év",NA,NA,NA,NA,NA,NA,NA,NA,NA," Teréz körút,6"," Teréz körút, 6",47.5041614,19.0643841
"5777",9," Vágóhíd utca 5",39,2,NA,140000,"new",NA,NA,4,9,"Yes","less than 3","Yes","Partially",11000,"immediately","nincs","yard","No","Yes","No",NA,"can rent","2016","3",20000," Vágóhíd utca 5,9"," Vágóhíd utca 5, 9",47.472865,19.079529
"5778",11," Brassó út",38,1,NA,110000,"good","high",NA,NA,4,NA,"less than 3",NA,"Partially",NA,NA,"1 év","garden",NA,"Yes",NA,NA,"street","1950-1980 ","38",NA," Brassó út,11"," Brassó út, 11",47.48013305,19.00611792343
"5779",13," Loportár utca",48,2,NA,160000,"new","high","CC",6,8,"Yes","less than 3","Yes","Partially",20000,"immediately","1 év","yard","No","Yes","No",NA,"can rent","2021","10.3",15000," Loportár utca,13"," Loportár utca, 13",47.51920915,19.0674392665138
"5780",13," Loportár utca",43,2,NA,140000,"new","high","CC",6,8,"Yes","less than 3","Yes","Partially",20000,"immediately","1 év","street","No","Yes","No",NA,"can rent","2021","11.6",15000," Loportár utca,13"," Loportár utca, 13",47.51920915,19.0674392665138
"5781",13," Loportár utca",30,1,NA,125000,"new","high","CC",6,8,"Yes","less than 3","Yes","Partially",15000,"immediately","1 év","yard","No","Yes","No",NA,"can rent","2021","5.6",15000," Loportár utca,13"," Loportár utca, 13",47.51920915,19.0674392665138
"5782",1," Víziváros",30,1,NA,115000,"renovated","high",NA,5,NA,"Yes","less than 3",NA,NA,NA,NA,"nincs","garden",NA,NA,NA,NA,NA,"1950-1980 ",NA,NA," Víziváros,1"," Víziváros, 1",47.5071427,19.0345173
"5783",2," Kis Rókus utca",31,1,NA,105000,"good","high",NA,3,4,"No","less than 3",NA,"No",4000,"immediately","1 év",NA,"No","Yes",NA,"No","street","1950-1980 ","4",NA," Kis Rókus utca,2"," Kis Rókus utca, 2",47.5103927,19.0282935
"5784",6," Csengery utca",64,3,NA,130000,"renovated","high","DD",2,5,"Yes","3 or more","No","No",15000,"not immediately","1 év","yard","No","Yes","Yes","No","street","1950-1980 ",NA,NA," Csengery utca,6"," Csengery utca, 6",47.5021201,19.0704651
"5785",19," Simonyi Zsigmond utca",53,1,2,130000,"renovated","high",NA,4,10,"Yes","less than 3",NA,"Partially",NA,"not immediately","1 év","street",NA,"Yes","No","No","street","1981-2000 ","3",NA," Simonyi Zsigmond utca,19"," Simonyi Zsigmond utca, 19",47.4591871,19.1491335
"5786",13," Szent László út 34-38",28,1,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"5",NA," Szent László út 34-38,13"," Szent László út 34-38, 13",47.52783762,19.08604674
"5787",13," Pannónia utca 85.",56,1,1,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA," Pannónia utca 85.,13"," Pannónia utca 85., 13",47.5241383,19.058284
"5788",6," Lázár utca",40,1,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Lázár utca,6"," Lázár utca, 6",47.5024298,19.0563794
"5789",13," Gömb utca",50,2,NA,180000,"like new","high",NA,2,6,"Yes","less than 3","No","Yes",30000,"immediately","1 év","street","No","Yes","No","No","street","2011","6",NA," Gömb utca,13"," Gömb utca, 13",47.5302971,19.0754789
"5790",4," Galopp utca",65,2,1,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"3",NA," Galopp utca,4"," Galopp utca, 4",47.58086,19.11534
"5791",11," Albertfalva",43,2,NA,140000,"like new","high",NA,5,7,"Yes","less than 3","Yes","Partially",14000,"immediately","1 év","panorama","No","Yes","No","No","street","2001-2010 ",NA,NA," Albertfalva,11"," Albertfalva, 11",47.4472941,19.0342952
"5792",11," Madárhegy",73,3,NA,360000,"like new","high",NA,1,3,"Yes","less than 3","Yes","Yes",NA,"immediately","2 év","panorama","No","Yes","Yes",NA,"included","2019","20",NA," Madárhegy,11"," Madárhegy, 11",47.4663234,18.9838656581748
"5793",13," Loportár utca",48,2,NA,150000,"new","high","CC",6,8,"Yes","less than 3","Yes","Partially",20000,"immediately","1 év","street","No","Yes","No",NA,"can rent","2021","5.7",15000," Loportár utca,13"," Loportár utca, 13",47.51920915,19.0674392665138
"5794",13," Angyalföldi út",65,1,2,180000,"like new","high",NA,3,8,"Yes","less than 3","Yes","Yes",35000,"immediately","1 év","street",NA,"Yes","No","No","can rent",NA,"7",NA," Angyalföldi út,13"," Angyalföldi út, 13",47.5249253,19.0654379
"5795",19," Bethlen Gábor utca",53,2,NA,250000,"new","high","AA+",4,6,"Yes","less than 3","Yes","No",NA,"immediately","1 év","panorama",NA,"Yes","No","No","included","2020","3",NA," Bethlen Gábor utca,19"," Bethlen Gábor utca, 19",47.9556333,21.712027390267
"5796",7," Kazinczy utca",73,3,NA,2e+05,"like new",NA,NA,4,5,"Yes","less than 3","No","Yes",NA,"immediately",NA,"garden",NA,"Yes","No","No","included","2001-2010 ",NA,NA," Kazinczy utca,7"," Kazinczy utca, 7",47.4966142,19.0638031
"5797",13," Váci út",117,3,1,295000,"fair",NA,NA,1,NA,"Yes","3 or more",NA,NA,NA,NA,NA,"street",NA,NA,NA,NA,NA,"1950 elott","3",NA," Váci út,13"," Váci út, 13",47.5626928,19.0787482822861
"5798",11," Lágymányosi utca",42,1,NA,130000,"good","high",NA,3,3,"No","3 or more",NA,"Yes",30000,"immediately","1 év","street",NA,"Yes","Yes",NA,"street","1950 elott",NA,NA," Lágymányosi utca,11"," Lágymányosi utca, 11",47.4775999,19.0516483944049
"5799",3," Boglár utca",66,3,NA,140000,"fair","high",NA,5,10,"Yes",NA,NA,"No",30000,"immediately","nincs",NA,NA,"No","No","No","street",NA,"4",NA," Boglár utca,3"," Boglár utca, 3",47.5959267,19.0621081
"5800",14," Angol utca",48,2,NA,125000,"renovated",NA,NA,2,4,"No","less than 3",NA,"Yes",NA,"immediately","1 év",NA,NA,NA,NA,NA,"street",NA,"4",NA," Angol utca,14"," Angol utca, 14",47.5098193,19.1238969
"5801",11," Lágymányosi utca 20.",106,3,1,380000,"renovated","very high",NA,1,4,"Yes",NA,"Yes","Partially",30000,"immediately","1 év","street","No","Yes","No","No","street",NA,"5",NA," Lágymányosi utca 20.,11"," Lágymányosi utca 20., 11",47.47762075,19.0543880337365
"5802",19," Áram utca",36,1,NA,110000,"good","high",NA,NA,NA,"No","less than 3","No","No",20000,"immediately","1 év","street","Yes","No","No","No","street","1950-1980 ",NA,NA," Áram utca,19"," Áram utca, 19",47.4530991,19.1553969
"5803",6," Hajós utca",62,2,NA,2e+05,"renovated","average",NA,4,4,"Yes",NA,NA,"By arrangement",20000,"immediately",NA,"yard",NA,"Yes","No",NA,"street",NA,"7",NA," Hajós utca,6"," Hajós utca, 6",47.502615,19.059128
"5804",7," Középso-Erzsébetváros",26,1,1,120000,"good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,"No","No",NA,NA,NA,NA," Középso-Erzsébetváros,7"," Középso-Erzsébetváros, 7",47.47202425,19.0211784474771
"5805",11," Hengermalom út",38,1,NA,160000,"renovated",NA,NA,NA,4,NA,NA,NA,"Yes",25,"immediately","nincs",NA,NA,NA,"No","No","street","1950-1980 ",NA,NA," Hengermalom út,11"," Hengermalom út, 11",47.461876525,19.045156125
"5806",9," Nagyvárad tér",70,2,NA,120000,"renovated","high",NA,2,3,"No",NA,"Yes","No",30000,"immediately","nincs","panorama",NA,"Yes","No","Yes",NA,NA,"6",NA," Nagyvárad tér,9"," Nagyvárad tér, 9",47.4785868,19.0906275
"5807",11," Móricz Zsigmond körtér",20,1,NA,85000,"renovated","very high",NA,2,6,"Yes","3 or more","No","Yes",NA,"immediately","6 hónap","garden",NA,"Yes","No","No","street",NA,NA,NA," Móricz Zsigmond körtér,11"," Móricz Zsigmond körtér, 11",47.4766463,19.0465931019351
"5808",11," Etele út 36",49,2,NA,140000,"good","high",NA,6,10,"Yes","less than 3","Yes","Yes",30000,"immediately","6 hónap","street","No","Yes","No","No","street","1950-1980 ",NA,NA," Etele út 36,11"," Etele út 36, 11",47.4621937,19.0330518
"5809",3," Jablonka út",75,3,NA,450000,"new","luxury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"panorama",NA,NA,"Yes",NA,"included","2021","25",NA," Jablonka út,3"," Jablonka út, 3",47.5633176,19.0062374
"5810",9," Ülloi út",47,1,1,110000,"good","high",NA,3,4,"Yes",NA,NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,"No","street","1950-1980 ",NA,NA," Ülloi út,9"," Ülloi út, 9",47.4886843,19.0634554
"5811",11," Edömér utca",38,1,NA,110000,"good","average",NA,NA,6,"Yes",NA,NA,"Yes",15000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA," Edömér utca,11"," Edömér utca, 11",47.3952621,18.9180819710227
"5812",21," Csikó sétány",36,1,NA,80000,"fair","high",NA,4,4,"No",NA,"Yes","Partially",30000,"immediately","1 év",NA,NA,NA,NA,"No",NA,NA,NA,NA," Csikó sétány,21"," Csikó sétány, 21",47.4063292,19.0716091351551
"5813",7," Alpár utca",60,3,NA,240000,"new","very high",NA,3,5,"Yes","less than 3","Yes","Yes",10000,NA,"nincs","street",NA,"Yes","Yes","No","included","2021",NA,NA," Alpár utca,7"," Alpár utca, 7",47.5042996,19.0875485
"5814",3," Nánási út 37.",65,2,NA,240000,"like new","luxury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"panorama",NA,NA,"Yes",NA,NA,NA,"25",NA," Nánási út 37.,3"," Nánási út 37., 3",47.57000765,19.0623066921273
"5815",14," Erzsébet királyné útja",28,1,NA,90000,"good","high",NA,NA,2,"No","less than 3","No","No",NA,"immediately",NA,"garden","Yes","No","Yes","No","street","1950-1980 ",NA,NA," Erzsébet királyné útja,14"," Erzsébet királyné útja, 14",46.765349,17.2454713628963
"5816",2," Csokonai utca",92,3,NA,250000,"renovated","high",NA,NA,2,"No",NA,NA,"Partially",NA,"immediately","1 év","yard","Yes","Yes","Yes",NA,"included",NA,"1",NA," Csokonai utca,2"," Csokonai utca, 2",47.497278,19.0719079
"5817",13," Kassák Lajos utca",51,1,2,120000,"good","high",NA,4,10,"Yes","less than 3",NA,"Yes",NA,"not immediately","1 év","street",NA,"Yes",NA,NA,NA,NA,NA,NA," Kassák Lajos utca,13"," Kassák Lajos utca, 13",47.51932255,19.0631916318273
"5818",13," Újlipótváros",144,4,NA,542100,"good","very high",NA,1,NA,"Yes","less than 3","Yes","No",NA,"immediately","1 év","street","No","Yes",NA,NA,"street",NA,"3",NA," Újlipótváros,13"," Újlipótváros, 13",47.4866865,18.9974695
"5819",19," Simonyi Zsigmond utca",53,2,NA,190000,"new","high","AA+",1,6,"Yes","less than 3","Yes","By arrangement",NA,"immediately","1 év","street","No","Yes","No","No","can rent","2020","4",20000," Simonyi Zsigmond utca,19"," Simonyi Zsigmond utca, 19",47.4591871,19.1491335
"5820",11," Eper köz",90,3,NA,290000,"renovated","high",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-1980 ",NA,NA," Eper köz,11"," Eper köz, 11",47.47674505,19.0020974160067
"5821",9," Balázs Béla utca",48,2,NA,150000,"new","high",NA,NA,NA,"Yes",NA,"Yes","Yes",NA,"immediately",NA,"street",NA,"Yes","No",NA,NA,"2001-2010 ",NA,NA," Balázs Béla utca,9"," Balázs Béla utca, 9",47.4791558,19.078332
